hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
Resort Hotel,86,Feb,3,9,4,0.0,BB,Germany,1,69.26,1
City Hotel,95,Dec,1,3,2,0.0,SC,Germany,1,144.4,0
City Hotel,46,Nov,1,2,2,,BB,USA,0,73.74,0
Resort Hotel,36,Nov,1,6,3,2.0,BB,UAE,2,154.63,1
City Hotel,10,Sep,2,1,1,3.0,HB,USA,2,155.98,0
City Hotel,244,May,4,2,2,0.0,BB,UAE,2,142.85,1
Resort Hotel,27,Sep,3,4,2,1.0,SC,UK,1,112.06,1
City Hotel,79,Dec,4,9,3,2.0,BB,UK,0,154.61,1
City Hotel,139,Jan,0,4,1,2.0,FB,USA,1,113.73,1
City Hotel,32,Apr,1,3,3,2.0,BB,UAE,0,,0
City Hotel,148,Jan,0,1,3,3.0,BB,USA,1,152.98,1
City Hotel,46,May,1,8,3,1.0,FB,UK,0,83.81,0
Resort Hotel,60,Dec,1,4,3,0.0,SC,USA,2,85.85,1
City Hotel,68,Nov,0,2,2,1.0,SC,India,1,98.69,0
Resort Hotel,17,May,4,7,2,0.0,SC,UAE,0,,0
City Hotel,65,Jul,0,1,3,1.0,BB,India,2,81.97,1
Resort Hotel,185,Jul,2,3,4,1.0,FB,India,2,149.94,1
City Hotel,275,Aug,3,5,4,2.0,HB,India,0,143.46,1
City Hotel,5,Jun,3,7,1,1.0,SC,,2,109.64,1
City Hotel,82,Oct,4,3,1,1.0,FB,India,2,168.15,0
City Hotel,55,Mar,4,4,3,0.0,FB,UAE,1,120.7,1
Resort Hotel,362,Sep,4,5,2,0.0,SC,UAE,1,63.7,1
Resort Hotel,4,May,0,2,4,1.0,HB,UK,0,82.28,0
City Hotel,180,Sep,0,9,4,2.0,SC,UAE,0,131.08,1
Resort Hotel,19,May,0,7,2,2.0,FB,Germany,0,175.25,1
Resort Hotel,131,Mar,1,2,4,0.0,FB,UK,2,134.38,0
Resort Hotel,67,Jul,0,6,4,3.0,HB,France,0,82.43,0
Resort Hotel,285,Sep,3,7,1,0.0,FB,France,1,96.19,0
Resort Hotel,181,Jan,3,4,1,2.0,SC,USA,2,135.9,1
Resort Hotel,136,Mar,1,4,3,3.0,SC,,1,81.21,0
Resort Hotel,133,Jul,0,8,4,,HB,India,1,191.5,1
City Hotel,64,Sep,0,2,4,0.0,SC,France,1,166.98,0
City Hotel,27,Apr,2,2,1,3.0,SC,Germany,2,123.09,0
Resort Hotel,289,May,2,2,4,0.0,SC,India,0,156.03,1
Resort Hotel,314,Aug,3,2,2,2.0,HB,,0,125.4,1
Resort Hotel,318,Apr,4,7,1,3.0,HB,USA,1,106.8,0
City Hotel,338,Feb,3,4,1,2.0,BB,UK,2,125.55,0
Resort Hotel,282,Jul,1,5,2,1.0,HB,USA,2,32.59,1
City Hotel,223,Feb,0,8,3,0.0,FB,France,1,142.16,0
City Hotel,270,Jun,2,7,1,1.0,BB,UK,0,103.97,0
Resort Hotel,32,Jul,3,8,4,1.0,FB,France,2,180.78,1
Resort Hotel,297,Aug,1,5,4,1.0,HB,France,0,141.84,1
City Hotel,249,May,4,8,4,,SC,India,0,,1
City Hotel,142,Jan,3,1,2,,SC,Germany,2,74.08,1
City Hotel,48,Mar,0,5,3,2.0,BB,UAE,0,103.87,1
Resort Hotel,176,Oct,0,2,1,0.0,FB,UK,2,128.83,0
Resort Hotel,347,Sep,2,5,1,2.0,BB,UAE,1,163.8,1
City Hotel,294,Jun,1,2,3,3.0,BB,USA,2,137.32,1
Resort Hotel,33,Nov,4,6,1,0.0,SC,UK,0,125.31,1
City Hotel,363,May,4,9,4,2.0,HB,Germany,0,121.36,1
City Hotel,97,Jan,1,2,3,1.0,BB,UAE,0,178.5,0
City Hotel,24,Apr,2,2,2,0.0,SC,Germany,1,165.13,1
Resort Hotel,26,May,0,3,3,2.0,FB,Germany,1,148.79,1
City Hotel,50,Feb,4,5,3,1.0,BB,India,0,,0
City Hotel,170,May,1,9,1,3.0,BB,France,1,133.67,1
Resort Hotel,95,Mar,2,3,3,,HB,USA,2,140.52,0
City Hotel,219,Aug,0,9,4,1.0,HB,UAE,2,54.18,1
City Hotel,141,Oct,1,9,1,1.0,HB,USA,0,109.16,0
City Hotel,224,Nov,2,9,3,2.0,HB,USA,2,149.64,1
City Hotel,279,Jan,3,4,2,2.0,HB,UK,0,112.74,0
City Hotel,165,Apr,1,6,2,3.0,SC,India,1,105.73,1
City Hotel,59,Dec,4,2,4,1.0,BB,India,0,157.61,1
City Hotel,272,Nov,1,1,3,1.0,SC,USA,0,52.01,0
City Hotel,295,Sep,0,2,4,1.0,SC,,1,94.64,1
City Hotel,200,Dec,1,4,3,1.0,HB,UAE,1,,0
Resort Hotel,82,Jan,0,7,1,1.0,BB,Germany,2,172.33,0
Resort Hotel,250,Jun,2,2,2,0.0,HB,UK,0,115.57,1
City Hotel,347,Jun,3,1,1,3.0,HB,Germany,0,176.18,0
Resort Hotel,265,Nov,0,3,1,2.0,FB,France,2,108.59,0
Resort Hotel,92,Feb,2,7,4,2.0,HB,Germany,0,61.13,1
Resort Hotel,278,Jan,2,3,1,0.0,HB,France,1,106.76,1
Resort Hotel,75,Jan,3,2,2,2.0,SC,France,0,187.31,1
Resort Hotel,310,Oct,4,1,3,1.0,SC,Germany,1,152.84,1
City Hotel,14,May,4,3,4,2.0,BB,USA,1,125.72,1
City Hotel,215,Nov,1,7,4,1.0,BB,,1,125.2,0
City Hotel,79,May,4,3,2,3.0,HB,France,1,111.21,1
Resort Hotel,133,Nov,1,5,1,2.0,HB,India,0,98.91,1
Resort Hotel,225,Oct,0,6,1,0.0,FB,France,2,132.54,0
Resort Hotel,240,Jul,0,5,1,2.0,FB,,1,59.1,1
Resort Hotel,364,Sep,1,1,4,1.0,SC,UK,2,122.54,0
Resort Hotel,350,Apr,3,5,4,0.0,BB,,2,109.99,1
City Hotel,257,Apr,3,3,4,1.0,BB,Germany,1,111.57,1
City Hotel,142,Nov,4,8,4,3.0,BB,France,1,,1
Resort Hotel,239,Nov,0,5,1,2.0,SC,UAE,2,132.87,0
Resort Hotel,55,Jul,0,8,3,3.0,BB,India,2,180.74,1
Resort Hotel,17,Sep,3,9,1,3.0,SC,USA,0,97.24,1
Resort Hotel,9,Jul,2,2,3,0.0,SC,Germany,1,134.38,0
Resort Hotel,355,Aug,3,4,3,1.0,BB,France,0,133.49,1
Resort Hotel,351,Oct,3,1,1,2.0,FB,UAE,1,181.08,0
City Hotel,268,Jul,2,9,4,0.0,FB,UK,2,66.4,0
City Hotel,122,Sep,4,8,4,2.0,BB,USA,2,130.33,0
City Hotel,322,Jun,1,2,1,3.0,FB,UK,2,158.53,0
City Hotel,37,Nov,4,6,3,0.0,FB,India,2,,0
City Hotel,309,Sep,2,5,3,3.0,SC,UK,0,94.56,1
Resort Hotel,169,Mar,2,5,4,2.0,SC,France,2,85.92,1
City Hotel,334,Apr,4,3,1,,BB,France,0,124.68,1
Resort Hotel,260,Sep,1,1,4,3.0,HB,UK,2,156.38,1
City Hotel,343,Feb,4,6,2,0.0,BB,India,0,42.36,1
City Hotel,71,Dec,0,6,1,,BB,France,1,76.91,1
City Hotel,17,Feb,0,5,4,3.0,SC,France,1,136.02,0
Resort Hotel,102,Oct,0,9,2,1.0,BB,UK,0,126.43,0
Resort Hotel,218,Aug,1,9,3,2.0,FB,UK,0,168.69,0
City Hotel,278,Nov,1,1,2,2.0,BB,India,1,224.27,1
City Hotel,296,Oct,2,7,1,3.0,HB,USA,1,184.2,1
City Hotel,237,Jun,3,6,3,2.0,SC,Germany,2,117.11,0
City Hotel,104,May,1,3,3,0.0,SC,Germany,1,86.96,1
Resort Hotel,133,Feb,3,4,3,0.0,BB,Germany,2,65.71,1
Resort Hotel,9,Jan,0,4,2,2.0,BB,UK,0,136.76,1
Resort Hotel,60,Mar,0,4,2,0.0,HB,France,1,46.62,1
City Hotel,276,Nov,3,7,3,1.0,FB,France,2,113.87,1
City Hotel,342,Jun,4,4,2,3.0,FB,UAE,1,131.73,0
Resort Hotel,123,Nov,2,6,1,2.0,SC,USA,1,193.11,1
City Hotel,290,Nov,2,1,2,1.0,BB,France,0,127.98,0
Resort Hotel,348,Dec,4,8,3,2.0,SC,UK,0,87.43,1
Resort Hotel,125,Dec,3,4,4,2.0,HB,India,0,,1
Resort Hotel,71,Dec,3,3,4,2.0,FB,India,0,127.15,0
Resort Hotel,166,May,1,9,4,1.0,FB,UAE,1,159.6,0
City Hotel,32,Jun,0,2,1,0.0,HB,Germany,2,181.36,0
Resort Hotel,174,Nov,0,8,3,1.0,HB,Germany,0,108.71,0
Resort Hotel,351,Jul,3,6,3,1.0,SC,India,1,145.83,0
City Hotel,25,Jul,1,6,1,1.0,SC,Germany,1,203.13,1
City Hotel,320,Mar,1,6,3,3.0,HB,Germany,0,187.54,0
Resort Hotel,161,Nov,2,2,1,2.0,SC,USA,0,89.71,0
Resort Hotel,303,Oct,2,7,2,3.0,SC,India,1,67.32,1
City Hotel,325,Aug,3,8,1,,FB,,0,159.03,0
City Hotel,126,Aug,2,8,2,0.0,BB,UAE,1,102.82,0
City Hotel,285,Nov,1,7,1,0.0,HB,Germany,1,177.63,0
City Hotel,187,Mar,4,7,1,0.0,BB,France,0,61.73,0
Resort Hotel,159,Jun,0,5,3,1.0,HB,UAE,1,,1
City Hotel,26,Sep,3,4,2,3.0,HB,Germany,0,111.24,0
City Hotel,63,Jan,2,4,1,3.0,SC,Germany,2,81.49,0
Resort Hotel,85,Nov,2,2,4,0.0,SC,USA,2,79.18,1
City Hotel,226,Feb,1,4,1,3.0,HB,UK,1,94.59,1
Resort Hotel,177,Feb,2,7,3,3.0,HB,UAE,1,155.97,1
City Hotel,315,May,0,2,3,3.0,SC,UK,0,107.95,1
City Hotel,239,Jun,3,7,2,3.0,SC,France,0,139.7,1
Resort Hotel,47,Mar,2,9,3,3.0,BB,,0,215.58,0
Resort Hotel,278,Apr,4,3,1,1.0,FB,UK,1,172.53,1
Resort Hotel,192,Oct,4,8,1,1.0,FB,France,1,140.39,1
Resort Hotel,174,Dec,3,5,1,3.0,BB,Germany,0,61.71,0
City Hotel,160,Feb,4,4,4,3.0,HB,India,0,104.55,1
Resort Hotel,354,Dec,4,8,4,3.0,SC,UAE,1,153.57,1
Resort Hotel,213,Mar,2,1,3,0.0,HB,France,2,107.0,1
Resort Hotel,91,Dec,4,7,2,,FB,UK,1,86.96,1
City Hotel,234,Aug,2,9,1,3.0,SC,Germany,2,,0
Resort Hotel,165,May,0,7,3,1.0,BB,France,1,70.8,1
City Hotel,323,Feb,1,9,1,0.0,BB,USA,2,113.05,0
Resort Hotel,180,Oct,2,7,4,2.0,FB,UAE,1,100.88,1
Resort Hotel,109,Oct,1,2,4,0.0,HB,France,0,77.73,0
City Hotel,34,Nov,2,5,3,0.0,HB,UK,2,189.88,1
City Hotel,189,Feb,2,4,4,2.0,HB,Germany,2,77.28,0
City Hotel,327,Apr,3,8,2,3.0,FB,India,2,85.76,0
Resort Hotel,221,Sep,2,9,3,0.0,FB,UAE,1,166.39,0
Resort Hotel,173,Jun,4,9,2,0.0,FB,India,1,129.64,1
Resort Hotel,169,Jan,4,3,4,3.0,HB,France,1,79.9,0
City Hotel,66,Nov,2,3,4,0.0,BB,USA,2,117.59,1
City Hotel,268,Apr,0,5,2,0.0,HB,India,0,83.45,0
Resort Hotel,271,Mar,4,2,3,3.0,FB,USA,1,115.26,1
City Hotel,126,Jan,1,4,4,0.0,SC,,2,110.2,1
City Hotel,247,Jun,0,3,2,3.0,FB,,0,69.81,0
Resort Hotel,272,Oct,1,6,3,0.0,SC,UAE,1,133.35,0
Resort Hotel,259,Jan,2,1,1,3.0,FB,Germany,2,89.74,0
Resort Hotel,238,Jan,2,5,2,2.0,FB,,2,38.39,1
Resort Hotel,304,Jul,2,4,4,0.0,SC,India,1,,0
Resort Hotel,91,Jan,4,1,1,2.0,FB,India,2,121.89,0
Resort Hotel,216,Nov,0,4,1,1.0,BB,India,0,70.58,1
Resort Hotel,230,Mar,1,7,2,1.0,SC,France,0,145.73,1
Resort Hotel,155,May,3,3,4,2.0,FB,USA,0,150.79,0
Resort Hotel,303,Mar,0,5,3,0.0,SC,UAE,0,120.01,0
Resort Hotel,164,Jun,1,8,3,2.0,SC,UK,1,139.05,0
City Hotel,145,Sep,3,3,4,2.0,SC,France,2,67.16,1
Resort Hotel,301,Feb,0,3,3,3.0,BB,India,1,147.1,0
Resort Hotel,354,Jul,0,8,4,2.0,FB,India,2,120.01,0
Resort Hotel,190,Apr,2,3,3,2.0,BB,UAE,2,182.44,0
City Hotel,129,Nov,0,2,1,3.0,SC,UAE,0,44.75,1
City Hotel,276,Jun,1,2,3,3.0,SC,India,0,109.76,0
Resort Hotel,197,Oct,2,8,2,3.0,HB,UK,2,78.5,1
Resort Hotel,192,Dec,0,6,4,2.0,HB,UAE,1,94.22,0
Resort Hotel,349,Oct,2,3,1,,HB,UAE,0,116.59,1
City Hotel,326,Jun,3,1,4,1.0,SC,,0,99.66,0
City Hotel,255,Aug,1,6,3,2.0,BB,India,1,85.33,0
Resort Hotel,53,Jul,3,9,1,0.0,SC,Germany,2,86.4,0
Resort Hotel,109,May,1,6,2,3.0,SC,India,1,184.45,1
Resort Hotel,349,Jul,4,1,4,2.0,BB,UK,0,128.17,0
City Hotel,108,Dec,3,6,2,2.0,FB,UK,2,49.96,1
City Hotel,189,Dec,4,9,3,2.0,HB,UK,2,84.86,0
City Hotel,330,Jun,2,6,2,3.0,SC,UAE,2,137.78,0
Resort Hotel,281,May,3,3,1,3.0,SC,UK,0,110.84,1
City Hotel,29,Sep,0,2,2,1.0,FB,,0,124.73,0
Resort Hotel,115,Apr,1,8,3,3.0,HB,India,1,146.15,0
City Hotel,35,Dec,0,2,1,3.0,FB,Germany,2,49.66,1
Resort Hotel,303,Jul,0,7,3,3.0,HB,France,0,142.88,1
Resort Hotel,160,Jul,2,3,4,3.0,SC,UAE,0,163.43,0
Resort Hotel,127,Mar,2,5,1,0.0,HB,UAE,2,56.62,1
Resort Hotel,302,Aug,0,3,3,0.0,SC,USA,1,127.97,1
City Hotel,36,Sep,0,3,2,2.0,BB,France,1,24.57,1
Resort Hotel,71,Nov,0,7,2,0.0,BB,,2,129.83,0
City Hotel,302,May,1,7,3,3.0,BB,France,1,131.68,1
City Hotel,98,Jan,2,7,4,3.0,FB,UK,2,78.45,1
City Hotel,97,Jan,3,4,3,,FB,France,0,101.46,1
City Hotel,26,May,2,8,3,3.0,SC,UAE,0,111.63,0
Resort Hotel,176,Feb,0,9,3,3.0,FB,UK,0,120.06,1
Resort Hotel,176,Feb,3,1,3,2.0,FB,France,1,100.7,1
City Hotel,13,Dec,3,7,4,3.0,FB,USA,1,163.42,1
Resort Hotel,158,Jun,3,8,2,2.0,BB,India,1,133.84,0
Resort Hotel,224,May,2,2,3,3.0,FB,India,1,94.75,1
Resort Hotel,225,Nov,0,6,4,2.0,HB,UAE,2,162.46,1
City Hotel,194,Feb,0,5,1,2.0,FB,France,1,139.46,0
City Hotel,125,May,4,4,1,2.0,HB,UK,1,72.0,0
Resort Hotel,7,Nov,1,4,4,0.0,BB,USA,1,121.3,0
Resort Hotel,312,Apr,2,6,2,3.0,SC,UK,1,142.86,0
Resort Hotel,286,Jun,4,1,4,3.0,FB,India,1,155.91,0
City Hotel,238,Jan,4,1,3,1.0,SC,UAE,2,191.72,0
City Hotel,55,Dec,4,4,2,2.0,SC,UK,0,165.6,0
City Hotel,218,Mar,2,3,4,,SC,USA,1,108.68,1
City Hotel,217,May,1,5,2,1.0,SC,USA,0,42.0,1
Resort Hotel,170,Aug,3,5,4,3.0,FB,UK,1,146.71,1
City Hotel,6,Feb,1,1,3,,HB,,1,110.89,1
Resort Hotel,264,Aug,1,5,4,0.0,SC,USA,2,157.19,0
City Hotel,329,Aug,0,6,4,1.0,BB,USA,0,122.23,1
City Hotel,128,Jun,4,4,1,1.0,BB,Germany,2,75.9,0
Resort Hotel,75,May,4,2,1,2.0,HB,India,0,100.99,1
Resort Hotel,216,Jul,3,9,3,2.0,SC,UAE,2,131.94,0
City Hotel,326,Jun,0,9,3,1.0,BB,UAE,2,121.02,1
City Hotel,40,Sep,3,9,3,3.0,FB,France,0,98.73,0
Resort Hotel,184,Feb,2,9,3,0.0,BB,France,2,126.14,0
City Hotel,80,Dec,0,7,4,3.0,SC,France,2,117.11,0
City Hotel,273,Jun,4,2,3,2.0,SC,France,1,100.84,1
City Hotel,344,Nov,3,7,4,2.0,SC,India,0,152.47,0
Resort Hotel,296,Dec,0,1,4,3.0,SC,Germany,2,151.86,0
City Hotel,104,Jul,0,6,4,2.0,BB,,0,,1
Resort Hotel,314,Jan,1,6,4,2.0,FB,UAE,2,107.15,0
City Hotel,347,Sep,0,5,1,1.0,SC,India,2,141.32,1
City Hotel,310,Aug,0,7,2,1.0,SC,,1,93.82,0
City Hotel,9,May,4,3,4,3.0,HB,UK,1,162.02,0
Resort Hotel,307,May,2,7,2,2.0,BB,France,1,132.07,1
Resort Hotel,138,Sep,3,6,1,2.0,FB,India,1,133.36,0
Resort Hotel,49,Feb,2,3,3,0.0,FB,India,2,166.46,1
Resort Hotel,158,Jun,0,6,4,2.0,FB,USA,0,116.36,0
City Hotel,265,Apr,4,1,3,3.0,HB,UK,1,135.27,1
Resort Hotel,174,Apr,4,2,2,0.0,BB,France,2,99.45,1
City Hotel,282,Aug,4,4,3,0.0,SC,UK,1,78.74,1
Resort Hotel,192,Mar,4,5,2,2.0,BB,Germany,2,148.43,0
City Hotel,162,Nov,1,3,1,3.0,HB,Germany,0,101.29,0
City Hotel,227,Aug,0,4,1,2.0,SC,UAE,2,94.81,0
City Hotel,128,Oct,1,2,2,2.0,HB,USA,1,103.92,1
Resort Hotel,27,May,1,8,4,0.0,FB,UK,0,163.1,0
City Hotel,84,Feb,0,5,4,1.0,HB,India,2,95.82,1
Resort Hotel,216,Dec,4,1,4,0.0,SC,France,2,186.1,0
Resort Hotel,169,May,3,4,3,2.0,SC,India,2,63.0,1
City Hotel,83,Apr,4,2,4,3.0,HB,UAE,0,146.38,0
Resort Hotel,18,Sep,4,9,2,0.0,BB,Germany,2,98.06,0
Resort Hotel,306,Jun,1,5,2,1.0,BB,UK,2,98.44,1
City Hotel,299,Nov,2,6,1,3.0,BB,USA,0,129.7,0
Resort Hotel,41,Mar,4,9,2,1.0,FB,UK,2,92.91,0
Resort Hotel,360,Feb,0,9,4,0.0,FB,,1,91.22,0
Resort Hotel,18,Jul,0,3,4,3.0,FB,India,0,157.07,1
City Hotel,189,Jan,0,9,1,0.0,FB,UK,2,,0
Resort Hotel,200,May,1,4,4,2.0,BB,,2,37.89,1
City Hotel,356,May,3,1,1,1.0,BB,UAE,0,125.88,0
City Hotel,53,Apr,3,8,1,0.0,HB,France,2,96.07,1
Resort Hotel,80,Mar,3,2,2,3.0,FB,USA,2,99.58,0
City Hotel,309,Sep,4,4,2,0.0,HB,USA,0,81.88,1
City Hotel,269,Apr,4,3,4,0.0,FB,France,0,58.64,0
Resort Hotel,282,Sep,2,9,4,0.0,SC,UAE,0,145.86,0
Resort Hotel,112,Jul,2,5,3,2.0,FB,France,2,71.18,0
Resort Hotel,90,Sep,2,2,3,2.0,FB,Germany,2,137.08,1
City Hotel,247,Feb,1,4,1,0.0,BB,India,1,145.66,0
Resort Hotel,56,Feb,3,5,3,3.0,SC,France,2,106.47,1
Resort Hotel,341,Dec,4,6,4,3.0,FB,Germany,2,108.96,0
City Hotel,189,Dec,2,8,4,3.0,SC,India,0,116.6,1
Resort Hotel,149,Aug,1,9,3,,HB,UK,0,151.64,0
Resort Hotel,264,Dec,2,9,4,0.0,HB,France,2,134.98,0
Resort Hotel,225,Sep,4,1,4,3.0,BB,USA,2,155.95,0
City Hotel,192,Feb,2,1,1,0.0,FB,USA,0,86.9,0
Resort Hotel,328,Jun,1,3,4,1.0,BB,UK,0,144.97,1
City Hotel,70,Jun,1,8,1,1.0,HB,UK,1,102.59,1
City Hotel,6,Jul,2,5,4,3.0,FB,UAE,0,172.77,1
Resort Hotel,22,May,4,6,2,3.0,SC,UK,1,174.58,0
Resort Hotel,174,Mar,1,8,4,3.0,BB,Germany,2,58.69,0
Resort Hotel,95,Oct,3,4,4,2.0,FB,UAE,1,81.69,1
Resort Hotel,189,Nov,1,9,1,3.0,HB,UK,1,82.9,1
City Hotel,318,Mar,0,4,3,0.0,SC,Germany,0,112.82,0
Resort Hotel,69,Dec,2,5,4,3.0,FB,France,0,90.8,1
City Hotel,86,Jun,3,6,3,3.0,FB,France,0,61.45,0
Resort Hotel,57,Jan,4,6,3,3.0,BB,Germany,0,147.33,0
Resort Hotel,112,Aug,3,8,2,,SC,UAE,0,123.31,1
City Hotel,153,Jul,1,9,4,3.0,BB,India,2,73.38,1
City Hotel,329,Jul,1,1,4,1.0,SC,India,2,86.18,1
City Hotel,153,Jun,0,3,4,2.0,FB,France,2,57.02,0
Resort Hotel,93,Mar,3,7,4,0.0,SC,France,0,47.64,1
Resort Hotel,161,Dec,1,3,3,2.0,FB,India,1,36.9,0
Resort Hotel,363,Sep,4,5,2,0.0,HB,India,1,59.97,0
City Hotel,8,Oct,4,4,4,1.0,HB,Germany,1,68.55,0
City Hotel,360,Nov,3,5,4,3.0,HB,India,1,112.54,1
City Hotel,120,Jun,3,3,4,1.0,BB,,0,91.7,1
City Hotel,141,Dec,0,3,3,,SC,India,1,119.05,1
Resort Hotel,317,Jun,3,8,2,2.0,HB,India,1,131.18,0
City Hotel,240,Jun,4,3,3,0.0,SC,USA,0,172.6,1
Resort Hotel,117,Jun,3,8,2,2.0,BB,UAE,1,93.87,0
City Hotel,114,Jun,1,5,3,2.0,HB,UK,2,132.6,1
Resort Hotel,361,Dec,1,1,4,0.0,HB,UAE,1,150.28,0
Resort Hotel,27,Apr,3,2,1,1.0,SC,USA,2,72.94,1
Resort Hotel,310,Feb,2,7,1,2.0,HB,UAE,2,51.41,0
Resort Hotel,289,Jan,3,1,2,3.0,FB,France,0,84.02,1
Resort Hotel,223,Aug,0,2,2,2.0,FB,France,2,,1
Resort Hotel,156,May,4,1,3,1.0,HB,France,1,66.33,0
Resort Hotel,213,Mar,4,7,2,0.0,FB,UK,0,126.35,1
City Hotel,180,Sep,3,2,2,2.0,BB,UK,2,166.65,1
City Hotel,285,Mar,2,3,2,,BB,France,2,150.37,0
City Hotel,93,May,4,7,3,2.0,SC,India,2,55.99,1
City Hotel,189,Feb,2,1,3,3.0,FB,Germany,2,145.4,0
City Hotel,244,Jun,4,4,1,0.0,HB,UAE,1,100.11,0
City Hotel,329,Sep,1,7,1,,FB,Germany,1,141.38,0
Resort Hotel,317,Jan,0,2,3,2.0,FB,UK,0,101.6,0
Resort Hotel,150,Nov,4,4,1,0.0,SC,UAE,0,105.74,1
Resort Hotel,200,Mar,3,9,4,0.0,BB,UK,2,130.84,0
Resort Hotel,313,Oct,1,7,1,2.0,HB,Germany,1,183.12,0
City Hotel,45,Jan,2,3,2,2.0,BB,India,1,,1
City Hotel,81,May,0,3,4,3.0,FB,India,2,83.35,0
Resort Hotel,215,May,2,4,1,2.0,FB,UK,0,113.93,1
City Hotel,231,Apr,2,4,3,2.0,HB,India,2,165.15,1
City Hotel,30,May,4,8,3,1.0,SC,Germany,0,138.1,1
City Hotel,142,Aug,1,6,2,2.0,HB,UK,1,54.32,1
Resort Hotel,217,Aug,0,6,1,0.0,BB,USA,2,129.84,0
Resort Hotel,336,Jun,1,8,1,2.0,HB,UK,0,155.07,1
City Hotel,146,Dec,1,8,4,3.0,SC,France,0,200.44,0
City Hotel,160,Apr,4,8,4,2.0,HB,India,0,66.24,0
City Hotel,166,Nov,2,1,3,1.0,FB,India,2,85.78,1
Resort Hotel,116,Apr,1,8,1,1.0,FB,Germany,2,157.49,0
City Hotel,53,May,2,5,2,1.0,FB,UK,1,107.65,0
City Hotel,143,May,1,3,4,0.0,HB,Germany,0,105.79,1
Resort Hotel,305,Feb,0,7,2,1.0,SC,UK,2,,1
City Hotel,33,Dec,3,2,1,3.0,SC,UK,2,133.06,0
Resort Hotel,269,Jun,3,6,2,1.0,HB,USA,1,,0
Resort Hotel,199,Jul,3,4,1,3.0,SC,India,0,100.18,1
Resort Hotel,192,Mar,4,1,2,2.0,FB,France,2,64.19,1
City Hotel,147,Oct,4,6,1,0.0,SC,UAE,2,143.16,0
City Hotel,85,Apr,2,3,3,2.0,SC,France,2,78.16,0
City Hotel,56,Sep,4,4,2,3.0,SC,India,2,142.23,1
Resort Hotel,293,Apr,3,4,2,0.0,HB,Germany,1,120.97,0
City Hotel,58,Oct,4,8,2,3.0,FB,France,1,110.37,1
City Hotel,9,Nov,3,7,1,0.0,HB,USA,0,88.24,1
Resort Hotel,132,Jul,1,9,3,1.0,FB,,1,108.15,0
Resort Hotel,71,Feb,3,7,1,2.0,BB,UAE,0,116.2,0
City Hotel,191,May,3,9,1,1.0,SC,USA,0,,0
Resort Hotel,104,Jun,0,1,1,0.0,HB,France,2,175.83,0
City Hotel,247,Feb,0,4,4,3.0,SC,USA,2,122.16,1
City Hotel,319,Jan,0,1,4,0.0,BB,USA,2,69.28,0
City Hotel,61,Sep,0,6,4,0.0,FB,Germany,0,76.53,0
Resort Hotel,264,Jul,3,2,2,1.0,BB,India,2,128.31,0
City Hotel,90,Aug,2,9,1,0.0,HB,France,2,48.79,0
Resort Hotel,283,May,0,4,2,2.0,SC,India,1,169.48,0
City Hotel,45,May,4,4,1,2.0,BB,USA,1,174.36,1
Resort Hotel,270,Jan,4,6,2,1.0,FB,Germany,1,64.86,1
Resort Hotel,362,Mar,4,5,4,1.0,BB,India,1,130.92,1
City Hotel,72,Jul,3,6,3,2.0,SC,UK,0,136.4,1
City Hotel,52,Oct,1,9,2,1.0,FB,France,2,,1
Resort Hotel,181,Sep,1,6,2,2.0,FB,USA,1,167.2,0
Resort Hotel,307,Aug,0,6,3,2.0,SC,,0,76.33,0
City Hotel,130,Nov,4,4,1,1.0,BB,UK,0,104.58,0
Resort Hotel,48,Dec,0,7,2,3.0,FB,USA,2,79.62,1
City Hotel,187,May,3,4,2,1.0,SC,India,0,98.57,0
City Hotel,323,Mar,4,5,2,3.0,FB,USA,0,73.61,1
City Hotel,80,Sep,0,4,3,1.0,HB,UAE,0,51.4,0
City Hotel,137,Apr,2,9,2,2.0,FB,India,1,209.8,1
City Hotel,103,Sep,3,6,2,3.0,BB,India,1,,1
Resort Hotel,2,Mar,3,6,3,1.0,FB,France,1,145.29,1
Resort Hotel,75,Jul,3,5,4,1.0,HB,France,2,76.63,1
Resort Hotel,221,Jan,2,9,1,2.0,FB,UAE,2,46.09,1
City Hotel,270,Oct,1,5,3,3.0,FB,,2,81.23,0
City Hotel,252,Nov,1,8,4,1.0,SC,UAE,1,161.13,1
Resort Hotel,315,Dec,2,6,1,0.0,SC,France,0,151.77,0
Resort Hotel,303,May,1,6,3,0.0,FB,UK,0,181.49,1
City Hotel,164,Sep,2,3,2,1.0,SC,UK,2,128.89,1
Resort Hotel,33,Nov,0,9,3,2.0,SC,Germany,2,50.99,0
Resort Hotel,359,Sep,2,3,1,2.0,SC,India,1,102.27,1
Resort Hotel,191,Jun,1,9,1,1.0,FB,Germany,2,141.39,1
City Hotel,235,Nov,2,2,1,1.0,HB,UK,1,119.23,0
Resort Hotel,18,Jun,2,8,2,2.0,FB,UAE,2,89.49,1
City Hotel,217,Mar,4,7,4,2.0,FB,UAE,0,82.51,0
City Hotel,357,Dec,2,3,4,2.0,SC,,0,131.79,1
Resort Hotel,5,Sep,1,7,3,1.0,FB,India,1,141.23,1
Resort Hotel,288,Jan,3,8,2,2.0,BB,France,0,127.7,1
