brand,year,fuel_type,transmission,mileage_kmpl,engine_cc,horsepower,owners,insurance_valid,city,price_lakh
Kia,2010,Electric,Manual,13.97,1067,121.0,2,Yes,Goldentown,10.74
Honda,2009,CNG,Manual,11.45,2573,228.0,4,No,Angelafort,16.6
Ford,2023,Electric,Manual,21.09,1384,201.0,1,No,Donovanstad,7.76
Mahindra,2008,Diesel,Manual,18.64,3266,317.0,4,Yes,Port Joyceshire,8.09
BMW,2021,Electric,Automatic,15.31,2690,147.0,2,,West Lisashire,6.94
Honda,2015,Electric,Automatic,,1984,107.0,3,No,Courtneybury,6.23
Toyota,2008,Electric,Automatic,13.63,1881,71.0,1,No,Port Keithside,3.96
BMW,2017,CNG,Automatic,15.86,1183,270.0,3,Yes,Johnsonfurt,8.34
BMW,2021,Electric,Automatic,17.21,3357,303.0,1,No,Carterview,9.42
Toyota,2013,Diesel,Manual,18.26,1229,298.0,3,Yes,Lake Jeannetown,9.64
Honda,2008,Electric,Manual,19.57,3425,256.0,1,Yes,Port Williamshire,8.26
Toyota,2018,CNG,Manual,10.78,1849,316.0,3,Yes,Lake Todd,11.7
Kia,2023,Petrol,Manual,19.58,2633,294.0,4,No,West Tonyberg,8.12
BMW,2007,CNG,Automatic,11.1,3436,246.0,2,Yes,West Christopherfurt,6.36
Hyundai,2018,Electric,Automatic,19.73,1597,260.0,4,No,Amberbury,4.29
Hyundai,2012,Petrol,Manual,17.15,1171,162.0,3,No,Riveraton,1.8
Ford,2005,Electric,Manual,22.37,1859,280.0,1,Yes,New Brittanyland,13.84
Mahindra,2014,CNG,Automatic,15.3,2613,246.0,4,No,East Marie,5.2
Toyota,2022,Petrol,Automatic,21.12,2648,158.0,3,Yes,Margaretbury,4.3
Toyota,2020,Petrol,Automatic,13.33,2090,,2,Yes,East Thomas,6.33
Ford,2012,Electric,Manual,,2987,81.0,1,No,Janeborough,6.89
Ford,2005,Electric,Manual,9.85,866,127.0,4,No,North Andreaton,14.55
Ford,2016,CNG,Automatic,,1814,124.0,2,No,Harperville,6.69
BMW,2012,Electric,Automatic,24.91,2353,276.0,3,No,Matthewhaven,18.53
Kia,2020,Petrol,Manual,15.21,2192,88.0,1,No,North Kyle,8.25
Toyota,2022,Diesel,Manual,18.49,3108,252.0,3,Yes,Davisbury,16.23
BMW,2008,Diesel,Manual,19.78,3474,115.0,1,No,New Karaland,11.58
Ford,2010,CNG,Manual,11.8,2501,271.0,2,No,Sandovalport,9.44
Toyota,2016,Electric,Automatic,15.0,1378,297.0,2,No,Lisatown,14.31
BMW,2013,CNG,Automatic,14.76,2405,259.0,2,Yes,Shaneview,12.49
Kia,2019,Diesel,Automatic,,2026,237.0,4,Yes,New Ryantown,10.54
BMW,2020,Diesel,Manual,,3486,212.0,4,Yes,New Ronnie,17.27
Kia,2016,Electric,Manual,17.13,2758,103.0,4,No,North Bradley,6.01
Ford,2018,Petrol,Manual,21.12,2778,227.0,3,Yes,North Eric,4.02
Kia,2017,Electric,Automatic,18.84,1209,256.0,4,Yes,Jasmineland,5.3
Toyota,2006,Diesel,Automatic,20.37,2511,133.0,1,No,Hardinview,15.01
Ford,2007,Petrol,Automatic,13.79,2960,230.0,2,No,Bakerland,13.8
Toyota,2014,CNG,Manual,23.49,3470,242.0,3,No,Jeffreymouth,5.9
Hyundai,2013,Diesel,Manual,14.93,1639,75.0,3,Yes,Brownfort,-1.42
Honda,2012,CNG,Automatic,15.14,988,127.0,4,Yes,New Amandaland,7.18
Kia,2014,Petrol,Manual,20.36,1076,101.0,1,Yes,Port Rachelstad,3.95
Honda,2023,CNG,Automatic,19.38,2560,169.0,2,No,Christopherport,6.02
Honda,2007,Diesel,Automatic,18.09,2950,,3,No,Ebonystad,3.78
Kia,2009,Electric,Automatic,21.36,2954,65.0,2,Yes,New Daniellestad,1.56
Ford,2007,CNG,Automatic,13.36,2739,240.0,1,Yes,Seanfort,15.53
Hyundai,2020,Diesel,Manual,25.38,2777,244.0,2,Yes,Lake Rodneyview,5.27
Toyota,2021,Diesel,Manual,16.0,3020,203.0,4,No,East Melissamouth,13.65
BMW,2019,Petrol,Manual,17.65,1798,159.0,2,No,South Austinhaven,7.11
Toyota,2007,Diesel,Manual,25.44,1521,149.0,3,Yes,Shawnberg,3.48
BMW,2016,Electric,Manual,15.16,2014,305.0,4,No,South Christineland,10.04
Toyota,2013,Electric,Manual,22.09,2493,298.0,4,,Oliviaton,6.44
Kia,2016,CNG,Automatic,17.14,3072,271.0,4,,Brentborough,7.17
Hyundai,2019,CNG,Manual,14.63,2507,140.0,4,Yes,Davidbury,8.58
BMW,2006,CNG,Manual,16.47,2981,174.0,3,Yes,New Katie,4.75
Mahindra,2022,CNG,Manual,20.27,1860,139.0,1,No,Port Michelleport,1.52
Ford,2016,Electric,Automatic,22.06,2940,115.0,1,No,Port Robert,7.79
Toyota,2008,Petrol,Manual,18.9,2922,238.0,4,Yes,North Timothyfort,11.86
Toyota,2020,CNG,Automatic,11.61,3030,108.0,1,Yes,South Reneeview,4.39
BMW,2020,Petrol,Manual,20.54,1516,319.0,3,Yes,Taylorfurt,8.62
Ford,2005,Diesel,Manual,17.43,1258,89.0,1,Yes,Port Spencer,14.02
Ford,2006,Diesel,Manual,13.59,2501,311.0,1,No,Lisafort,7.64
Kia,2007,CNG,Automatic,19.39,1426,122.0,3,Yes,Patrickton,8.34
Mahindra,2021,Diesel,Automatic,22.54,3256,,1,,Jamesburgh,8.22
Kia,2005,Petrol,Manual,18.03,1006,228.0,4,Yes,South Sherry,5.27
Kia,2010,Petrol,Manual,21.69,2156,217.0,4,Yes,Andrewland,4.03
Kia,2019,Diesel,Manual,19.85,1472,115.0,3,Yes,East Robertfurt,4.04
Kia,2018,CNG,Automatic,,2777,201.0,4,No,Kinghaven,9.47
Kia,2019,Petrol,Automatic,16.78,2739,208.0,4,No,South Travis,11.03
Hyundai,2018,Petrol,Manual,21.27,1072,285.0,4,No,West Nicholas,11.22
Ford,2009,Electric,Automatic,21.66,3226,84.0,4,Yes,East Bradley,6.49
Kia,2010,CNG,Automatic,21.17,3473,,4,Yes,Mcclainburgh,12.37
Ford,2021,Electric,Automatic,16.74,1849,154.0,1,No,East Vincentfort,9.23
Ford,2015,Diesel,Automatic,21.94,3391,112.0,3,Yes,Fisherborough,8.28
Honda,2020,Diesel,Manual,19.55,2677,129.0,2,Yes,South Michaeltown,-5.36
Hyundai,2016,Electric,Manual,14.11,890,235.0,3,Yes,Frederickmouth,4.73
Kia,2019,CNG,Automatic,16.47,1275,191.0,3,Yes,Lake Brandonbury,1.92
Toyota,2008,Petrol,Automatic,15.88,2846,272.0,3,Yes,South Biancaton,10.51
BMW,2022,Diesel,Automatic,10.05,1525,270.0,1,Yes,New Williamport,8.38
Mahindra,2007,CNG,Manual,22.01,2011,123.0,3,No,East William,3.71
Toyota,2012,CNG,Manual,30.4,1333,94.0,3,Yes,Trevorfurt,9.22
Hyundai,2007,Diesel,Automatic,22.83,884,71.0,1,,Lake Jamesland,2.31
BMW,2012,Diesel,Automatic,18.65,3439,307.0,4,Yes,Zacharyfurt,3.82
Hyundai,2022,CNG,Automatic,15.94,1640,171.0,2,,Catherineshire,5.16
Ford,2014,Petrol,Automatic,14.3,876,150.0,4,Yes,Lake Jessica,10.16
BMW,2021,Electric,Manual,18.6,3177,88.0,3,Yes,North Josebury,13.6
Ford,2012,Diesel,Manual,21.87,3230,71.0,4,No,Lake Joanne,5.66
Toyota,2015,Electric,Manual,15.3,3224,206.0,1,Yes,New Joshua,13.29
Toyota,2009,CNG,Manual,28.26,3188,196.0,2,No,Turnerhaven,8.19
BMW,2017,Electric,Manual,12.46,2000,216.0,4,No,Nelsonstad,8.94
BMW,2009,Petrol,Manual,18.9,3271,318.0,3,No,North Jordan,7.74
Kia,2017,CNG,Automatic,18.28,2790,146.0,2,No,East Patrick,7.21
Hyundai,2010,Petrol,Automatic,18.03,3021,217.0,3,Yes,Kimberlyhaven,9.76
Kia,2009,CNG,Manual,15.72,1205,245.0,4,No,South Michellemouth,10.96
Hyundai,2013,Petrol,Manual,18.33,2929,288.0,4,Yes,South Aprilchester,4.46
Kia,2020,CNG,Manual,16.2,820,,3,No,Johnbury,7.24
Ford,2006,Petrol,Automatic,23.15,1197,116.0,2,No,Reneetown,14.68
BMW,2005,CNG,Automatic,24.48,3177,87.0,2,No,Monicatown,8.71
Toyota,2012,Petrol,Automatic,16.45,3072,75.0,2,Yes,New Sierraborough,9.15
Hyundai,2023,CNG,Automatic,11.42,2600,72.0,4,No,New Katelynfurt,12.67
Hyundai,2015,Petrol,Manual,19.27,2608,259.0,4,Yes,Geraldland,6.0
Toyota,2016,Diesel,Automatic,19.13,1693,243.0,3,No,East Jennifer,7.86
Kia,2016,Electric,Manual,18.42,2744,217.0,3,No,Allenfurt,11.27
Hyundai,2011,CNG,Automatic,20.13,1237,318.0,1,No,Hallchester,12.96
Mahindra,2017,Petrol,Automatic,23.53,2095,216.0,1,Yes,South Luis,-1.46
Ford,2012,Diesel,Automatic,21.33,2103,,1,Yes,Lake Michaelbury,5.05
BMW,2013,CNG,Automatic,20.13,1022,80.0,3,Yes,Webbland,4.01
Toyota,2011,CNG,Manual,21.02,2410,186.0,2,No,Bartonbury,7.5
BMW,2019,CNG,Manual,19.01,2760,171.0,1,No,Smithland,4.31
Mahindra,2006,Electric,Manual,14.22,1308,293.0,3,No,Estradaview,10.66
Hyundai,2016,Petrol,Manual,23.8,3464,93.0,4,No,Williamsburgh,8.69
Hyundai,2005,Petrol,Manual,18.41,1865,139.0,2,Yes,Johnsonbury,11.56
Mahindra,2012,CNG,Manual,14.22,1999,142.0,1,No,Kathyland,11.81
Toyota,2009,CNG,Manual,13.49,2068,88.0,4,Yes,Chenburgh,10.72
Ford,2019,CNG,Automatic,14.33,2076,190.0,2,Yes,Bridgesbury,6.66
Honda,2005,Diesel,Manual,13.07,2097,70.0,2,Yes,Heatherburgh,8.42
Toyota,2005,CNG,Automatic,20.68,1403,,4,No,Reedbury,6.16
Honda,2014,Electric,Manual,17.3,1834,92.0,1,Yes,Carrshire,2.54
Mahindra,2014,Petrol,Automatic,21.1,2999,195.0,1,Yes,Jasonfurt,11.82
Kia,2019,Electric,Manual,22.68,988,147.0,4,Yes,Ryanhaven,7.66
Honda,2021,CNG,Automatic,21.64,1475,76.0,4,No,Smithborough,1.99
Ford,2010,Diesel,Manual,20.54,1437,150.0,4,Yes,Blairbury,10.15
Kia,2007,CNG,Manual,19.15,3058,312.0,3,Yes,Pierceville,7.1
Honda,2017,CNG,Manual,17.24,2796,132.0,2,Yes,Perezville,-0.24
Mahindra,2020,CNG,Manual,17.51,2644,265.0,1,Yes,West Antonio,2.51
Kia,2012,CNG,Automatic,20.34,3186,237.0,1,Yes,New Jennifer,5.2
Mahindra,2019,CNG,Manual,14.15,846,279.0,4,Yes,East Derek,8.84
Honda,2021,Petrol,Manual,17.78,1619,232.0,2,No,New Maurice,11.15
Mahindra,2021,Electric,Automatic,15.03,1880,224.0,4,Yes,North Nancystad,11.02
Ford,2017,Diesel,Manual,22.69,2077,279.0,2,No,Paulfort,10.41
Honda,2021,CNG,Automatic,20.87,3445,220.0,4,No,Danielport,7.86
Honda,2010,Diesel,Automatic,,3017,307.0,4,No,Hardingbury,14.89
Honda,2021,Petrol,Manual,14.97,1969,130.0,2,No,East Jefftown,10.8
Toyota,2020,Electric,Manual,15.4,1856,151.0,1,Yes,New Jenniferhaven,8.89
Toyota,2018,CNG,Automatic,18.23,2338,304.0,1,,Hammondchester,10.27
Toyota,2017,Petrol,Manual,15.1,1595,83.0,3,Yes,Gonzalesland,6.4
Ford,2010,Petrol,Automatic,20.15,3189,104.0,2,Yes,Port Joan,7.77
Kia,2007,Electric,Manual,17.8,847,248.0,1,Yes,North Virginiafurt,-0.33
Mahindra,2018,CNG,Manual,16.05,3211,142.0,1,No,Gravesburgh,6.45
Hyundai,2018,Electric,Automatic,22.35,2221,281.0,2,Yes,North Brandonville,15.04
Honda,2019,Electric,Manual,10.6,2018,278.0,1,Yes,East Nancyview,8.59
Mahindra,2012,Diesel,Manual,20.17,2560,277.0,2,No,Vincentstad,8.43
Honda,2019,Diesel,Manual,15.8,1524,249.0,1,Yes,Ashleyfurt,11.99
Ford,2017,Electric,Automatic,21.27,2144,126.0,4,Yes,Nelsonport,9.43
Honda,2021,Diesel,Manual,22.23,2617,90.0,2,Yes,East Julie,4.85
Toyota,2007,Petrol,Automatic,8.89,937,309.0,2,No,Port Frederick,8.09
Hyundai,2010,Electric,Manual,17.15,1154,113.0,1,Yes,Millerborough,3.46
BMW,2009,CNG,Automatic,18.23,2668,69.0,2,Yes,New Jonathanburgh,8.73
Honda,2021,CNG,Manual,8.57,1893,225.0,3,Yes,West Jesus,4.65
Mahindra,2006,Petrol,Manual,18.91,1610,212.0,3,Yes,Oscarside,11.71
Toyota,2019,CNG,Automatic,15.89,2405,91.0,2,,Johnmouth,5.96
BMW,2009,CNG,Manual,13.18,2543,76.0,3,No,Sarahburgh,4.7
Hyundai,2010,Electric,Automatic,15.4,858,205.0,1,No,Justinton,7.55
BMW,2010,Petrol,Manual,14.71,1570,134.0,1,Yes,Toddberg,9.46
Toyota,2022,Electric,Automatic,15.72,1188,183.0,2,Yes,Ryanhaven,3.17
Kia,2022,Petrol,Manual,18.74,1138,111.0,1,Yes,East Connorville,5.91
Kia,2008,Electric,Automatic,21.92,1556,249.0,1,No,Abigailville,8.42
BMW,2021,Electric,Manual,17.69,1395,200.0,3,No,Jonesfurt,13.35
Ford,2018,Diesel,Automatic,22.41,1235,147.0,1,Yes,East Angela,-2.11
Mahindra,2018,CNG,Automatic,13.82,2273,143.0,1,Yes,Port Robertville,10.46
Mahindra,2017,Petrol,Manual,18.61,1176,302.0,3,Yes,Port Jenniferstad,6.47
BMW,2011,CNG,Automatic,26.43,2782,165.0,4,No,West Robert,6.02
Honda,2016,Diesel,Automatic,11.64,3238,151.0,2,Yes,Lake Charleston,5.28
Honda,2019,Petrol,Manual,11.48,3328,80.0,2,No,Matthewfort,6.54
Mahindra,2023,Diesel,Manual,23.12,913,65.0,4,No,Davisport,10.48
Mahindra,2015,CNG,Manual,18.88,1573,280.0,3,Yes,North Lindachester,5.85
Kia,2019,Electric,Manual,15.59,2726,146.0,3,Yes,Timothymouth,14.63
Ford,2016,Diesel,Manual,13.48,3019,239.0,1,Yes,Port Benjamin,10.5
Toyota,2007,Diesel,Manual,17.86,817,305.0,1,No,Tanyaport,8.79
Honda,2021,Electric,Automatic,18.53,1034,233.0,2,Yes,New Whitneyside,7.34
Mahindra,2007,CNG,Automatic,18.55,2133,,2,No,South Susanborough,12.76
Kia,2023,Diesel,Automatic,13.44,2492,130.0,3,,Laurenton,13.34
Hyundai,2008,CNG,Manual,16.65,1080,217.0,1,Yes,Simmonsfort,3.35
Kia,2007,Electric,Manual,15.73,1630,296.0,3,Yes,Randallland,5.19
Honda,2020,Petrol,Automatic,20.59,1938,246.0,4,,Lake Christinatown,10.54
Honda,2016,Diesel,Automatic,13.68,2495,302.0,2,No,West Ericfurt,11.75
Kia,2012,CNG,Manual,18.3,2490,225.0,2,Yes,Brownberg,6.8
Toyota,2021,Electric,Automatic,28.54,2386,93.0,3,No,Douglasville,5.03
BMW,2011,Electric,Manual,13.41,1217,314.0,1,Yes,Lindsaymouth,8.31
Honda,2015,Diesel,Manual,15.01,3131,279.0,1,Yes,Antonioside,13.91
Kia,2022,Petrol,Automatic,17.62,1384,91.0,4,Yes,North Sandrachester,8.16
Mahindra,2005,Diesel,Manual,6.23,2151,316.0,4,Yes,Patelmouth,2.94
Kia,2007,CNG,Manual,12.29,2164,292.0,4,No,Whitebury,8.44
Ford,2008,Electric,Manual,19.24,3469,274.0,3,Yes,Matthewchester,11.13
BMW,2017,Petrol,Manual,17.3,3068,301.0,2,,Steventown,7.59
Hyundai,2010,CNG,Automatic,22.22,2856,304.0,3,No,East Deborah,13.03
Toyota,2018,Diesel,Manual,17.05,2732,79.0,3,No,Perezbury,11.46
Hyundai,2009,Electric,Manual,16.7,1631,269.0,1,Yes,West Michaelchester,7.75
BMW,2020,Diesel,Automatic,15.19,3222,269.0,4,Yes,Amberbury,8.17
BMW,2019,Petrol,Manual,16.63,1333,131.0,2,No,Christinaside,0.63
BMW,2019,Petrol,Manual,13.15,1922,221.0,4,No,New Jessicabury,12.84
Hyundai,2008,Petrol,Automatic,17.41,2505,237.0,4,Yes,Port Marcus,6.68
Mahindra,2012,Petrol,Automatic,14.11,2205,70.0,4,No,East Jay,6.4
BMW,2020,Petrol,Manual,13.16,2686,67.0,2,No,Williamschester,5.8
Kia,2020,Diesel,Manual,15.44,1246,252.0,1,No,South Jamesmouth,9.83
Hyundai,2008,Petrol,Automatic,19.8,3191,318.0,2,No,Huntton,3.49
BMW,2017,Petrol,Manual,18.57,3272,112.0,2,Yes,Sweeneyton,4.06
Kia,2017,Electric,Manual,20.67,1424,155.0,1,Yes,Stephenport,7.79
Mahindra,2006,Petrol,Manual,14.31,2663,151.0,2,,Lake Karen,5.49
Ford,2007,Electric,Automatic,17.95,3153,203.0,2,Yes,South Mary,9.34
Mahindra,2012,Electric,Manual,24.81,2995,77.0,3,,Martinview,5.64
BMW,2019,Electric,Automatic,23.59,1531,185.0,2,No,Bauermouth,14.38
Hyundai,2015,Diesel,Automatic,12.9,3301,213.0,3,No,Gibsonside,10.77
Honda,2013,Diesel,Automatic,13.97,1737,65.0,3,No,South Stevenhaven,10.72
BMW,2011,CNG,Automatic,24.79,2880,147.0,3,Yes,Davidtown,5.58
Honda,2017,CNG,Manual,,2555,124.0,4,Yes,Smithside,17.62
Kia,2006,Electric,Automatic,17.24,2324,225.0,1,No,Port Robert,6.24
Ford,2012,Diesel,Manual,16.79,2520,123.0,4,Yes,South George,5.14
Toyota,2011,Petrol,Automatic,18.91,2016,,1,Yes,Port Amanda,10.83
Mahindra,2016,CNG,Automatic,18.96,2003,65.0,2,No,Duaneberg,8.78
Ford,2023,Diesel,Manual,15.87,2690,180.0,3,Yes,Port Justin,4.73
BMW,2011,Petrol,Automatic,17.35,2341,191.0,4,Yes,New Angela,16.78
Honda,2014,Petrol,Automatic,15.73,1190,248.0,2,No,Jessicaland,11.9
Mahindra,2020,Diesel,Manual,18.67,3204,268.0,4,,Ryanberg,8.02
Honda,2007,CNG,Automatic,15.05,3420,101.0,2,No,Donaldmouth,17.6
Hyundai,2014,Diesel,Automatic,12.93,3311,137.0,4,Yes,Smithmouth,11.24
Honda,2010,CNG,Automatic,23.9,898,204.0,2,No,Lake Mary,7.95
Hyundai,2022,Electric,Manual,17.72,2995,230.0,2,No,Lake Joycefurt,17.13
Kia,2022,Diesel,Automatic,,1369,152.0,4,Yes,Matthewtown,10.64
Mahindra,2009,Diesel,Manual,10.27,1526,82.0,2,Yes,East Brittanyburgh,10.46
Mahindra,2011,CNG,Manual,12.2,1801,201.0,3,No,Harmonton,6.45
Toyota,2006,CNG,Manual,19.87,2370,207.0,3,Yes,Briannamouth,8.2
BMW,2015,Diesel,Automatic,17.73,1102,175.0,3,Yes,East Robert,6.36
Hyundai,2017,Petrol,Automatic,13.37,2851,,3,No,Tracyville,13.76
Toyota,2009,Petrol,Automatic,22.55,2954,84.0,1,No,Brandonburgh,1.56
Honda,2010,Petrol,Automatic,14.52,2922,174.0,4,Yes,Vargasmouth,13.46
Honda,2018,Electric,Manual,22.79,1863,153.0,3,No,Carterstad,4.49
Toyota,2016,Electric,Manual,17.72,1438,244.0,3,Yes,Wolfberg,7.77
Mahindra,2008,CNG,Automatic,,1942,214.0,3,Yes,East Ethan,6.82
Honda,2010,Electric,Automatic,15.33,2920,233.0,1,Yes,South Marcus,5.92
Kia,2014,Petrol,Manual,23.49,1351,232.0,4,Yes,Dawnville,10.76
Kia,2022,Diesel,Automatic,16.81,1776,213.0,2,No,Lake Richardmouth,7.98
Toyota,2019,Electric,Automatic,21.89,895,73.0,1,Yes,North Johnberg,5.33
Hyundai,2012,Electric,Automatic,23.6,1991,187.0,3,No,New Makaylachester,8.62
Hyundai,2013,Petrol,Automatic,17.68,3124,151.0,3,Yes,North Michelletown,5.22
Toyota,2009,Electric,Automatic,17.11,3106,281.0,1,Yes,Maryside,5.85
Hyundai,2014,CNG,Automatic,16.38,845,167.0,4,No,East Kimberlybury,2.01
Mahindra,2010,Diesel,Manual,19.41,1145,87.0,4,No,Murphybury,6.2
Mahindra,2020,Petrol,Manual,24.02,1646,,2,Yes,Fordport,9.98
Hyundai,2007,CNG,Manual,13.09,1876,259.0,1,Yes,Lake Ambermouth,8.15
Kia,2014,Petrol,Manual,18.88,1971,213.0,4,No,Adamsville,15.26
Hyundai,2015,CNG,Automatic,18.7,2356,129.0,1,,Port Michelle,18.45
Mahindra,2015,Diesel,Automatic,10.78,1032,219.0,4,No,Jenniferfurt,6.14
Ford,2021,Diesel,Manual,14.45,850,162.0,4,Yes,Christinamouth,4.67
BMW,2008,CNG,Manual,15.27,1464,295.0,3,No,Sextonstad,12.52
Honda,2008,CNG,Manual,21.06,1250,248.0,4,Yes,New Matthew,9.34
Ford,2021,CNG,Manual,21.76,2162,168.0,4,No,East Janetland,12.54
Hyundai,2013,CNG,Manual,10.5,1150,314.0,1,No,Rodgersborough,9.6
Kia,2023,CNG,Automatic,20.56,3496,252.0,4,No,South Gailfort,7.22
Toyota,2009,CNG,Automatic,20.04,2108,130.0,4,Yes,Weaverview,7.25
Hyundai,2010,Diesel,Manual,20.31,1382,268.0,1,No,Maxwellfort,9.73
Kia,2007,CNG,Manual,18.61,1044,235.0,4,No,Sandrachester,7.16
BMW,2005,Electric,Automatic,21.8,1349,298.0,1,Yes,West Thomasview,12.88
Hyundai,2020,Diesel,Automatic,22.69,1527,,1,No,East Michael,2.79
Mahindra,2015,Petrol,Automatic,11.46,1438,148.0,1,Yes,Rodriguezland,12.86
Toyota,2017,Diesel,Manual,17.81,1383,311.0,1,Yes,Rhondachester,0.51
Kia,2014,Petrol,Automatic,16.98,3073,158.0,3,Yes,Amyfort,8.58
Kia,2007,Petrol,Manual,15.71,1240,213.0,3,No,Kimberlyport,6.68
Kia,2013,Electric,Manual,,2267,90.0,3,No,Andersonport,1.93
BMW,2016,CNG,Automatic,18.75,2619,190.0,3,Yes,West Paul,-0.24
Hyundai,2018,CNG,Automatic,12.81,1211,,1,Yes,New Bethany,3.61
BMW,2005,Diesel,Automatic,20.68,1613,74.0,1,Yes,East Jennifer,8.18
Honda,2022,CNG,Manual,16.52,1045,102.0,1,,Hernandezmouth,5.59
Honda,2021,Electric,Automatic,21.5,1382,227.0,1,Yes,Adamville,3.84
Hyundai,2013,Diesel,Automatic,15.52,2530,,3,Yes,North Michaeltown,13.41
Mahindra,2013,Diesel,Manual,15.3,3347,229.0,4,No,Reedfort,3.07
BMW,2014,Diesel,Automatic,,1781,318.0,3,No,Lake Holly,10.72
Toyota,2023,CNG,Automatic,15.54,2774,137.0,1,Yes,New Candice,4.44
Kia,2019,CNG,Manual,14.79,1349,144.0,1,Yes,New Becky,3.51
Kia,2009,CNG,Manual,19.74,2964,208.0,4,Yes,Laraburgh,5.58
Hyundai,2019,Diesel,Manual,22.19,2187,260.0,1,Yes,East Paulburgh,10.48
Mahindra,2006,Diesel,Manual,19.55,2737,136.0,4,No,Dennisberg,2.51
Honda,2017,Petrol,Manual,17.69,1003,309.0,1,Yes,Port Cory,9.15
Honda,2020,Petrol,Automatic,19.95,1150,112.0,4,No,North Charlottetown,4.16
Kia,2019,CNG,Automatic,17.85,1118,168.0,2,No,Sanchezshire,4.88
Hyundai,2014,Diesel,Manual,18.11,3336,147.0,2,Yes,Michaelbury,9.6
BMW,2018,CNG,Automatic,,2492,225.0,2,No,North Joshuatown,16.69
Honda,2014,CNG,Automatic,21.35,906,152.0,2,Yes,Port Johnfort,4.36
BMW,2018,Petrol,Manual,,3019,232.0,1,No,Kimberlyport,10.88
Mahindra,2013,Electric,Manual,9.47,3366,123.0,1,Yes,Port Brent,6.75
Honda,2018,CNG,Manual,22.11,2678,185.0,1,No,East Ashleymouth,6.1
Honda,2007,Electric,Automatic,17.21,1757,289.0,2,No,Manueltown,12.29
Ford,2020,Electric,Manual,21.67,3375,164.0,4,Yes,Lake Alejandraville,4.63
Honda,2006,Diesel,Automatic,15.57,3167,268.0,4,No,Frankbury,3.38
Toyota,2014,Diesel,Automatic,24.7,1860,121.0,2,No,Billview,9.84
Hyundai,2007,CNG,Automatic,17.45,3346,299.0,1,No,Williambury,14.38
Hyundai,2015,Petrol,Automatic,19.8,3112,120.0,2,No,Paulfort,11.0
BMW,2015,Petrol,Manual,16.21,2491,71.0,3,No,Bonnieburgh,2.37
Mahindra,2017,CNG,Automatic,14.41,2472,196.0,4,No,Port Michaelfort,5.54
Honda,2011,CNG,Manual,11.04,1201,254.0,2,No,West Timothyfort,11.92
Toyota,2021,Petrol,Automatic,21.14,1401,133.0,2,No,Erinburgh,14.32
BMW,2006,Electric,Manual,19.58,1017,195.0,2,No,South Heatherside,8.91
Ford,2016,CNG,Manual,18.37,3177,102.0,2,Yes,Elizabethshire,5.68
BMW,2014,Electric,Manual,13.45,985,98.0,1,No,Levinefurt,14.58
BMW,2022,CNG,Automatic,,3056,90.0,4,,Suebury,7.7
Honda,2015,CNG,Automatic,18.42,1087,201.0,3,Yes,West Christinabury,5.58
Ford,2020,Electric,Automatic,20.81,887,103.0,1,No,Romeroburgh,4.9
BMW,2021,Electric,Manual,17.99,2983,247.0,2,,Phillipberg,3.22
Toyota,2023,Petrol,Automatic,13.64,3005,61.0,2,Yes,Williammouth,19.33
Toyota,2022,CNG,Automatic,21.97,954,83.0,2,No,West Ryan,13.68
Hyundai,2007,Diesel,Automatic,19.8,1019,163.0,2,Yes,Davisburgh,5.37
Ford,2020,Diesel,Manual,17.27,2282,121.0,4,Yes,Port Carolynport,14.93
Ford,2010,CNG,Automatic,19.73,1121,212.0,2,No,North Angelafort,10.13
Hyundai,2016,CNG,Automatic,,1640,302.0,3,Yes,Ruizstad,9.9
BMW,2015,CNG,Manual,20.64,2385,180.0,1,Yes,Hectorfurt,5.13
Ford,2019,Electric,Manual,11.15,2636,232.0,4,No,Janetport,5.94
Toyota,2019,Diesel,Manual,12.04,3359,162.0,2,No,Sheltonburgh,7.83
Toyota,2020,Diesel,Manual,20.93,2934,219.0,3,Yes,Santiagotown,0.14
Honda,2014,Diesel,Manual,15.22,2368,316.0,1,No,Rebeccaburgh,6.05
Ford,2016,CNG,Manual,13.81,3122,261.0,1,Yes,West Ashley,8.02
BMW,2017,Electric,Automatic,19.49,2988,104.0,4,Yes,Stephenport,13.24
Hyundai,2008,CNG,Automatic,13.68,2559,123.0,1,No,North Brent,5.53
Hyundai,2011,Petrol,Manual,,1424,255.0,2,Yes,Lake Joe,11.25
BMW,2006,Petrol,Automatic,21.41,1152,129.0,2,No,Port Rebecca,-0.24
Mahindra,2019,Diesel,Manual,,1828,240.0,3,No,Lake Krista,12.67
Kia,2012,CNG,Automatic,12.53,3229,306.0,3,No,Port Alexanderside,4.4
Honda,2011,Petrol,Manual,,2157,217.0,1,,Port Justinfort,8.52
Hyundai,2019,Petrol,Manual,14.56,1274,245.0,4,Yes,Lake Jennifer,9.63
Ford,2018,CNG,Automatic,18.33,2809,290.0,2,No,West Josemouth,8.84
Honda,2012,Electric,Automatic,15.52,1727,132.0,1,No,New Samantha,7.57
Ford,2016,CNG,Automatic,24.01,829,114.0,4,No,Jonesmouth,3.03
Mahindra,2017,CNG,Automatic,19.82,3441,302.0,1,Yes,South Chelsea,4.44
Toyota,2015,Electric,Automatic,,3340,,4,No,Tranview,11.99
Honda,2021,Diesel,Automatic,23.07,1294,74.0,3,Yes,Carrollhaven,5.61
